date,id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,昨日成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
2024-03-18,1445,大宇,紡織纖維,20.65,-6.35,2.18,21.1,21.3,3.15,-0.23,1361.42,2400.06,31.0,2.0,1.0,0.0,-1.0,2.0,-503.0,13.0,0.0,0.0,0.02,31.0,0.02,2.83,0.0,0.0,0.18,-285.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.11,0.75,2.0,6.0,12.0,-1.28,-1.46,-0.95,-39.95,-51.30,-33.42,-1.76,-3.46,-3.31,-0.52,永豐金-中正,7.35%,富邦-嘉義,2.65%,統一-汐止,2.2%
2024-03-18,2377,微星,電腦及週邊設備業,169.5,-8.87,1.47,172.0,171.5,1.18,-1.72,4891.73,13446.45,-1161.0,3.0,-91.0,-28.0,-0.69,2.0,-107.0,14.0,-272.0,-0.03,10.65,-867.0,-0.1,32.05,-22.0,-0.0,7.5,-207.0,-0.02,-0.09,-0.19,-0.24,2.0,3.0,7.0,-0.6,-0.75,-0.72,0.0,0.0,5.0,-0.46,-0.46,-0.12,-9.60,5.02,14.47,-9.4,-14.2,-16.6,-14.97,玉山證券,10.02%,凱基-台北,7.85%,臺銀,5.42%
2024-03-18,2603,長榮,航運業,166.5,-9.26,0.3,167.0,164.5,-1.2,-1.5,49283.94,108451.83,-6758.0,1.0,-429.0,-700.0,0.63,5.0,24.0,1232.0,981.0,0.05,9.27,-8993.0,-0.42,30.19,1254.0,0.06,6.34,-4811.0,-0.23,0.7,1.7,2.69,5.0,10.0,20.0,-2.15,-2.26,-0.49,1.0,4.0,8.0,-1.91,-1.35,1.41,6.41,61.51,30.27,-14.1,-13.0,-4.32,9.01,台新證券,3.97%,富邦證券,1.09%,富邦-台北,1%
2024-03-18,2616,山隆,油電燃氣業,27.8,-6.4,0.0,27.8,27.3,-1.8,-1.8,870.2,1909.53,-25.0,0.0,0.0,0.0,,3.0,8.0,14.0,0.0,0.0,0.0,-14.0,-0.01,2.84,-11.0,-0.01,0.06,-137.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-0.11,-0.1,1.0,2.0,10.0,-0.64,-0.73,-1.01,-25.06,-25.05,-9.73,-1.53,-1.98,-2.26,-2.45,群益金鼎-中壢,1.72%,元大-龍潭,1.26%,元大-忠孝,1.15%
2024-03-18,3086,華義,文化創意業,119.0,-5.93,2.1,121.5,120.0,0.84,-1.23,184.6,458.17,-19.0,3.0,1.0,-1.0,-2.0,2.0,-1.0,5.0,0.0,0.0,0.0,-21.0,-0.09,39.37,2.0,0.01,0.11,-6.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,-0.46,-1.52,1.0,4.0,6.0,-0.59,-0.36,-1.53,-18.48,55.20,66.23,-4.3,-4.7,-0.22,-14.18,元大-北府,5.41%,群益金鼎-西松,4.86%,富邦-左營,2.7%
2024-03-18,3163,波若威,通信網路業,101.5,-7.31,1.48,103.0,103.0,1.48,-0.48,5038.14,23784.75,-641.0,0.0,-297.0,-7.0,-0.98,2.0,197.0,9.0,0.0,0.0,0.0,-690.0,-0.86,9.56,49.0,0.06,0.8,-586.0,-0.73,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.51,-1.86,3.77,2.0,4.0,9.0,-9.73,-3.37,1.66,-34.72,0,0,-7.0,-7.8,-2.43,8.09,凱基-員林,2.6%,美林,1.73%,康和-台北,1.01%
2024-03-18,3689,湧德,電子零組件業,71.3,-6.06,2.24,72.9,74.1,3.93,-0.8,4002.62,7466.65,-454.0,1.0,43.0,-77.0,-2.79,2.0,-1255.0,382.0,0.0,0.0,0.24,-586.0,-0.74,10.88,132.0,0.17,0.96,-317.0,-0.4,0.0,-1.3,0.23,0.0,0.0,2.0,0.81,1.36,0.71,1.0,3.0,7.0,-0.14,-5.36,-3.27,-32.99,-38.52,-14.34,-1.48,-4.65,-0.51,11.7,兆豐證券,2.5%,國泰-館前,2.27%,玉山-新莊,1.22%
2024-03-18,4439,冠星-KY,紡織纖維,111.0,-7.11,-0.45,110.5,112.5,1.35,0.0,25.74,202.61,-8.0,1.0,-1.0,0.0,-1.0,1.0,-16.0,11.0,0.0,0.0,0.0,-8.0,-0.02,63.9,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,-0.16,-0.2,1.0,2.0,2.0,0.0,0.1,0.08,-33.23,-24.11,-2.32,-6.0,-9.1,-11.1,-12.75,凱基-文心,23.08%,群益金鼎-士林,7.69%,元大-草屯,7.69%
2024-03-18,5464,霖宏,電子零組件業,28.65,-7.43,-0.52,28.5,28.8,0.52,-0.86,103.2,830.04,8.0,2.0,-21.0,0.0,-1.0,3.0,-9.0,19.0,0.0,0.0,0.0,8.0,0.01,1.01,0.0,0.0,0.25,-13.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.04,0.0,3.0,5.0,8.0,-0.37,-0.53,-0.64,-20.40,-24.93,-8.20,-1.39,-2.21,-2.38,-2.39,永豐金-埔里,14.56%,元富-宜蘭,8.74%,摩根大通,5.83%
2024-03-18,6121,新普,電腦及週邊設備業,469.0,-6.39,0.64,472.0,471.0,0.43,-1.46,3258.91,5823.55,-251.0,2.0,-20.0,-4.0,-0.8,5.0,329.0,165.0,287.0,0.16,19.35,-615.0,-0.33,38.94,77.0,0.04,1.52,-283.0,-0.15,1.9,4.04,4.49,5.0,10.0,16.0,-1.76,-2.85,-2.91,1.0,1.0,6.0,-0.37,0.22,1.14,-22.13,-20.36,-6.62,-29.6,-14.15,18.45,47.38,國泰證券,14.45%,凱基-台北,4.82%,台新證券,3.16%
